Name,Project_Id__c,Cluster__c,Villa_Type__c,Status__c,Price__c,Bedrooms__c,Area_Sqm__c
isle-vil-town-casa-a-villa-248-015,zoya,Isle Vil,isle-vil-town-casa-a-villa-248,Sold,19332000,3,248
isle-vil-town-casa-a-villa-248-016,zoya,Isle Vil,isle-vil-town-casa-a-villa-248,Sold,17900000,3,248
isle-vil-town-casa-a-villa-248-017,zoya,Isle Vil,isle-vil-town-casa-a-villa-248,Sold,19153000,3,248
isle-vil-town-casa-a-villa-248-018,zoya,Isle Vil,isle-vil-town-casa-a-villa-248,Sold,20406000,3,248
isle-vil-twin-casa-b-villa-248-001,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,17900000,3,248
isle-vil-twin-casa-b-villa-248-002,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,19153000,3,248
isle-vil-twin-casa-b-villa-248-003,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,20406000,3,248
isle-vil-twin-casa-b-villa-248-004,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,18974000,3,248
isle-vil-twin-casa-b-villa-248-005,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,20227000,3,248
isle-vil-twin-casa-b-villa-248-006,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,18795000,3,248
isle-vil-twin-casa-b-villa-248-007,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,20048000,3,248
isle-vil-twin-casa-b-villa-248-008,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,18616000,3,248
isle-vil-twin-casa-b-villa-248-009,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,19869000,3,248
isle-vil-twin-casa-b-villa-248-010,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,18437000,3,248
isle-vil-twin-casa-b-villa-248-011,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Available,19690000,3,248
isle-vil-twin-casa-b-villa-248-012,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Reserved,18258000,3,248
isle-vil-twin-casa-b-villa-248-013,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Reserved,19511000,3,248
isle-vil-twin-casa-b-villa-248-014,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Sold,18079000,3,248
isle-vil-twin-casa-b-villa-248-015,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Sold,19332000,3,248
isle-vil-twin-casa-b-villa-248-016,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Sold,17900000,3,248
isle-vil-twin-casa-b-villa-248-017,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Sold,19153000,3,248
isle-vil-twin-casa-b-villa-248-018,zoya,Isle Vil,isle-vil-twin-casa-b-villa-248,Sold,20406000,3,248
isle-vil-coconut-condo-130-001,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8400000,5,130
isle-vil-coconut-condo-130-002,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8988000,5,130
isle-vil-coconut-condo-130-003,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,9576000,5,130
isle-vil-coconut-condo-130-004,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8904000,5,130
isle-vil-coconut-condo-130-005,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,9492000,5,130
isle-vil-coconut-condo-130-006,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8820000,5,130
isle-vil-coconut-condo-130-007,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,9408000,5,130
isle-vil-coconut-condo-130-008,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8736000,5,130
isle-vil-coconut-condo-130-009,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,9324000,5,130
isle-vil-coconut-condo-130-010,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8652000,5,130
isle-vil-coconut-condo-130-011,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,9240000,5,130
isle-vil-coconut-condo-130-012,zoya,Isle Vil,isle-vil-coconut-condo-130,Available,8568000,5,130
isle-vil-coconut-condo-130-013,zoya,Isle Vil,isle-vil-coconut-condo-130,Reserved,9156000,5,130
isle-vil-coconut-condo-130-014,zoya,Isle Vil,isle-vil-coconut-condo-130,Reserved,8484000,5,130
isle-vil-coconut-condo-130-015,zoya,Isle Vil,isle-vil-coconut-condo-130,Reserved,9072000,5,130
isle-vil-coconut-condo-130-016,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,8400000,5,130
isle-vil-coconut-condo-130-017,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,8988000,5,130
isle-vil-coconut-condo-130-018,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,9576000,5,130
isle-vil-coconut-condo-130-019,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,8904000,5,130
isle-vil-coconut-condo-130-020,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,9492000,5,130
isle-vil-coconut-condo-130-021,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,8820000,5,130
isle-vil-coconut-condo-130-022,zoya,Isle Vil,isle-vil-coconut-condo-130,Sold,9408000,5,130
isle-vil-twin-palm-condo-180-001,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Available,11700000,3,180
isle-vil-twin-palm-condo-180-002,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Available,12519000,3,180
isle-vil-twin-palm-condo-180-003,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Available,13338000,3,180
isle-vil-twin-palm-condo-180-004,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Available,12402000,3,180
isle-vil-twin-palm-condo-180-005,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Available,13221000,3,180
isle-vil-twin-palm-condo-180-006,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Reserved,12285000,3,180
isle-vil-twin-palm-condo-180-007,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Reserved,13104000,3,180
isle-vil-twin-palm-condo-180-008,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Reserved,12168000,3,180
isle-vil-twin-palm-condo-180-009,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Reserved,12987000,3,180
isle-vil-twin-palm-condo-180-010,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,12051000,3,180
isle-vil-twin-palm-condo-180-011,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,12870000,3,180
isle-vil-twin-palm-condo-180-012,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,11934000,3,180
isle-vil-twin-palm-condo-180-013,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,12753000,3,180
isle-vil-twin-palm-condo-180-014,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,11817000,3,180
isle-vil-twin-palm-condo-180-015,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,12636000,3,180
isle-vil-twin-palm-condo-180-016,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,11700000,3,180
isle-vil-twin-palm-condo-180-017,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,12519000,3,180
isle-vil-twin-palm-condo-180-018,zoya,Isle Vil,isle-vil-twin-palm-condo-180,Sold,13338000,3,180
isle-vil-palm-condo-170-001,zoya,Isle Vil,isle-vil-palm-condo-170,Available,11000000,3,170
isle-vil-palm-condo-170-002,zoya,Isle Vil,isle-vil-palm-condo-170,Available,11770000,3,170
isle-vil-palm-condo-170-003,zoya,Isle Vil,isle-vil-palm-condo-170,Available,12540000,3,170
isle-vil-palm-condo-170-004,zoya,Isle Vil,isle-vil-palm-condo-170,Available,11660000,3,170
isle-vil-palm-condo-170-005,zoya,Isle Vil,isle-vil-palm-condo-170,Available,12430000,3,170
isle-vil-palm-condo-170-006,zoya,Isle Vil,isle-vil-palm-condo-170,Available,11550000,3,170
isle-vil-palm-condo-170-007,zoya,Isle Vil,isle-vil-palm-condo-170,Available,12320000,3,170
isle-vil-palm-condo-170-008,zoya,Isle Vil,isle-vil-palm-condo-170,Available,11440000,3,170
isle-vil-palm-condo-170-009,zoya,Isle Vil,isle-vil-palm-condo-170,Available,12210000,3,170
isle-vil-palm-condo-170-010,zoya,Isle Vil,isle-vil-palm-condo-170,Available,11330000,3,170
isle-vil-palm-condo-170-011,zoya,Isle Vil,isle-vil-palm-condo-170,Reserved,12100000,3,170
isle-vil-palm-condo-170-012,zoya,Isle Vil,isle-vil-palm-condo-170,Reserved,11220000,3,170
isle-vil-palm-condo-170-013,zoya,Isle Vil,isle-vil-palm-condo-170,Reserved,11990000,3,170
isle-vil-palm-condo-170-014,zoya,Isle Vil,isle-vil-palm-condo-170,Reserved,11110000,3,170
isle-vil-palm-condo-170-015,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,11880000,3,170
isle-vil-palm-condo-170-016,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,11000000,3,170
isle-vil-palm-condo-170-017,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,11770000,3,170
isle-vil-palm-condo-170-018,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,12540000,3,170
isle-vil-palm-condo-170-019,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,11660000,3,170
isle-vil-palm-condo-170-020,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,12430000,3,170
isle-vil-palm-condo-170-021,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,11550000,3,170
isle-vil-palm-condo-170-022,zoya,Isle Vil,isle-vil-palm-condo-170,Sold,12320000,3,170
isle-vil-twin-palm-condo-235-001,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,16900000,3,235
isle-vil-twin-palm-condo-235-002,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,18083000,3,235
isle-vil-twin-palm-condo-235-003,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,19266000,3,235
isle-vil-twin-palm-condo-235-004,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,17914000,3,235
isle-vil-twin-palm-condo-235-005,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,19097000,3,235
isle-vil-twin-palm-condo-235-006,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,17745000,3,235
isle-vil-twin-palm-condo-235-007,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,18928000,3,235
isle-vil-twin-palm-condo-235-008,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,17576000,3,235
isle-vil-twin-palm-condo-235-009,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,18759000,3,235
isle-vil-twin-palm-condo-235-010,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,17407000,3,235
isle-vil-twin-palm-condo-235-011,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,18590000,3,235
isle-vil-twin-palm-condo-235-012,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Available,17238000,3,235
isle-vil-twin-palm-condo-235-013,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Reserved,18421000,3,235
isle-vil-twin-palm-condo-235-014,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Reserved,17069000,3,235
isle-vil-twin-palm-condo-235-015,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Sold,18252000,3,235
isle-vil-twin-palm-condo-235-016,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Sold,16900000,3,235
isle-vil-twin-palm-condo-235-017,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Sold,18083000,3,235
isle-vil-twin-palm-condo-235-018,zoya,Isle Vil,isle-vil-twin-palm-condo-235,Sold,19266000,3,235
isle-vil-town-casa-230-001,zoya,Isle Vil,isle-vil-town-casa-230,Available,16600000,4,230
isle-vil-town-casa-230-002,zoya,Isle Vil,isle-vil-town-casa-230,Available,17762000,4,230
isle-vil-town-casa-230-003,zoya,Isle Vil,isle-vil-town-casa-230,Available,18924000,4,230
isle-vil-town-casa-230-004,zoya,Isle Vil,isle-vil-town-casa-230,Available,17596000,4,230
isle-vil-town-casa-230-005,zoya,Isle Vil,isle-vil-town-casa-230,Available,18758000,4,230
isle-vil-town-casa-230-006,zoya,Isle Vil,isle-vil-town-casa-230,Available,17430000,4,230
isle-vil-town-casa-230-007,zoya,Isle Vil,isle-vil-town-casa-230,Reserved,18592000,4,230
isle-vil-town-casa-230-008,zoya,Isle Vil,isle-vil-town-casa-230,Reserved,17264000,4,230
isle-vil-town-casa-230-009,zoya,Isle Vil,isle-vil-town-casa-230,Reserved,18426000,4,230
isle-vil-town-casa-230-010,zoya,Isle Vil,isle-vil-town-casa-230,Reserved,17098000,4,230
isle-vil-town-casa-230-011,zoya,Isle Vil,isle-vil-town-casa-230,Reserved,18260000,4,230
isle-vil-town-casa-230-012,zoya,Isle Vil,isle-vil-town-casa-230,Sold,16932000,4,230
isle-vil-town-casa-230-013,zoya,Isle Vil,isle-vil-town-casa-230,Sold,18094000,4,230
isle-vil-town-casa-230-014,zoya,Isle Vil,isle-vil-town-casa-230,Sold,16766000,4,230
isle-vil-town-casa-230-015,zoya,Isle Vil,isle-vil-town-casa-230,Sold,17928000,4,230
isle-vil-town-casa-230-016,zoya,Isle Vil,isle-vil-town-casa-230,Sold,16600000,4,230
isle-vil-town-casa-230-017,zoya,Isle Vil,isle-vil-town-casa-230,Sold,17762000,4,230
isle-vil-town-casa-230-018,zoya,Isle Vil,isle-vil-town-casa-230,Sold,18924000,4,230
isle-vil-town-casa-235-001,zoya,Isle Vil,isle-vil-town-casa-235,Available,16900000,4,235
isle-vil-town-casa-235-002,zoya,Isle Vil,isle-vil-town-casa-235,Available,18083000,4,235
isle-vil-town-casa-235-003,zoya,Isle Vil,isle-vil-town-casa-235,Available,19266000,4,235
isle-vil-town-casa-235-004,zoya,Isle Vil,isle-vil-town-casa-235,Available,17914000,4,235
isle-vil-town-casa-235-005,zoya,Isle Vil,isle-vil-town-casa-235,Available,19097000,4,235
isle-vil-town-casa-235-006,zoya,Isle Vil,isle-vil-town-casa-235,Available,17745000,4,235
isle-vil-town-casa-235-007,zoya,Isle Vil,isle-vil-town-casa-235,Available,18928000,4,235
isle-vil-town-casa-235-008,zoya,Isle Vil,isle-vil-town-casa-235,Available,17576000,4,235
isle-vil-town-casa-235-009,zoya,Isle Vil,isle-vil-town-casa-235,Available,18759000,4,235
isle-vil-town-casa-235-010,zoya,Isle Vil,isle-vil-town-casa-235,Reserved,17407000,4,235
isle-vil-town-casa-235-011,zoya,Isle Vil,isle-vil-town-casa-235,Reserved,18590000,4,235
isle-vil-town-casa-235-012,zoya,Isle Vil,isle-vil-town-casa-235,Reserved,17238000,4,235
isle-vil-town-casa-235-013,zoya,Isle Vil,isle-vil-town-casa-235,Sold,18421000,4,235
isle-vil-town-casa-235-014,zoya,Isle Vil,isle-vil-town-casa-235,Sold,17069000,4,235
isle-vil-town-casa-235-015,zoya,Isle Vil,isle-vil-town-casa-235,Sold,18252000,4,235
isle-vil-town-casa-235-016,zoya,Isle Vil,isle-vil-town-casa-235,Sold,16900000,4,235
isle-vil-town-casa-235-017,zoya,Isle Vil,isle-vil-town-casa-235,Sold,18083000,4,235
isle-vil-town-casa-235-018,zoya,Isle Vil,isle-vil-town-casa-235,Sold,19266000,4,235
coconut-condo-130-001,zoya,Coconut Condo,coconut-condo-130,Available,8400000,3,130
coconut-condo-130-002,zoya,Coconut Condo,coconut-condo-130,Available,8988000,3,130
coconut-condo-130-003,zoya,Coconut Condo,coconut-condo-130,Available,9576000,3,130
coconut-condo-130-004,zoya,Coconut Condo,coconut-condo-130,Available,8904000,3,130
coconut-condo-130-005,zoya,Coconut Condo,coconut-condo-130,Available,9492000,3,130
coconut-condo-130-006,zoya,Coconut Condo,coconut-condo-130,Available,8820000,3,130
coconut-condo-130-007,zoya,Coconut Condo,coconut-condo-130,Available,9408000,3,130
coconut-condo-130-008,zoya,Coconut Condo,coconut-condo-130,Available,8736000,3,130
coconut-condo-130-009,zoya,Coconut Condo,coconut-condo-130,Available,9324000,3,130
coconut-condo-130-010,zoya,Coconut Condo,coconut-condo-130,Reserved,8652000,3,130
coconut-condo-130-011,zoya,Coconut Condo,coconut-condo-130,Reserved,9240000,3,130
coconut-condo-130-012,zoya,Coconut Condo,coconut-condo-130,Reserved,8568000,3,130
coconut-condo-130-013,zoya,Coconut Condo,coconut-condo-130,Reserved,9156000,3,130
coconut-condo-130-014,zoya,Coconut Condo,coconut-condo-130,Reserved,8484000,3,130
coconut-condo-130-015,zoya,Coconut Condo,coconut-condo-130,Reserved,9072000,3,130
coconut-condo-130-016,zoya,Coconut Condo,coconut-condo-130,Sold,8400000,3,130
coconut-condo-130-017,zoya,Coconut Condo,coconut-condo-130,Sold,8988000,3,130
coconut-condo-130-018,zoya,Coconut Condo,coconut-condo-130,Sold,9576000,3,130
coconut-condo-130-019,zoya,Coconut Condo,coconut-condo-130,Sold,8904000,3,130
coconut-condo-130-020,zoya,Coconut Condo,coconut-condo-130,Sold,9492000,3,130
coconut-condo-130-021,zoya,Coconut Condo,coconut-condo-130,Sold,8820000,3,130
coconut-condo-130-022,zoya,Coconut Condo,coconut-condo-130,Sold,9408000,3,130
coconut-condo-p1-110-001,zoya,Coconut Condo,coconut-condo-p1-110,Available,7200000,2,110
coconut-condo-p1-110-002,zoya,Coconut Condo,coconut-condo-p1-110,Available,7704000,2,110
coconut-condo-p1-110-003,zoya,Coconut Condo,coconut-condo-p1-110,Available,8208000,2,110
coconut-condo-p1-110-004,zoya,Coconut Condo,coconut-condo-p1-110,Available,7632000,2,110
coconut-condo-p1-110-005,zoya,Coconut Condo,coconut-condo-p1-110,Available,8136000,2,110
coconut-condo-p1-110-006,zoya,Coconut Condo,coconut-condo-p1-110,Available,7560000,2,110
coconut-condo-p1-110-007,zoya,Coconut Condo,coconut-condo-p1-110,Available,8064000,2,110
coconut-condo-p1-110-008,zoya,Coconut Condo,coconut-condo-p1-110,Available,7488000,2,110
coconut-condo-p1-110-009,zoya,Coconut Condo,coconut-condo-p1-110,Available,7992000,2,110
coconut-condo-p1-110-010,zoya,Coconut Condo,coconut-condo-p1-110,Available,7416000,2,110
coconut-condo-p1-110-011,zoya,Coconut Condo,coconut-condo-p1-110,Available,7920000,2,110
coconut-condo-p1-110-012,zoya,Coconut Condo,coconut-condo-p1-110,Available,7344000,2,110
coconut-condo-p1-110-013,zoya,Coconut Condo,coconut-condo-p1-110,Available,7848000,2,110
coconut-condo-p1-110-014,zoya,Coconut Condo,coconut-condo-p1-110,Reserved,7272000,2,110
coconut-condo-p1-110-015,zoya,Coconut Condo,coconut-condo-p1-110,Reserved,7776000,2,110
coconut-condo-p1-110-016,zoya,Coconut Condo,coconut-condo-p1-110,Sold,7200000,2,110
coconut-condo-p1-110-017,zoya,Coconut Condo,coconut-condo-p1-110,Sold,7704000,2,110
coconut-condo-p1-110-018,zoya,Coconut Condo,coconut-condo-p1-110,Sold,8208000,2,110
